プラント名,機械名,測定点名,方向,モード,測定日時,備考
Plant1,1Machine1,Point1,V,A,2018/02/05 18:19:20,ギヤ異常
サンプリング,測定時間,ファイル数,単位,,,
76800,10.000000,24/100 files,m/s²,,,
WV データ
-39.921784
-22.638663
-2.619131
0.981943
0.564869
17.807301
43.971038
52.892343
42.007740
34.653004
38.650807
35.141285
10.879811
-14.693920
-18.030508
-5.548819
-0.452383
-7.756257
-13.076488
-8.010570
-2.008780
-4.928295
-9.628002
-5.325023
4.145598
11.266367
17.909026
28.010345
37.257171
37.633554
28.518971
19.231455
16.362802
12.487070
2.924895
-3.717764
0.412281
9.984628
14.541920
12.253102
9.313242
7.054941
0.514007
-11.418366
-22.852286
-28.620108
-29.199942
-30.461335
-32.414460
-28.101309
-18.386547
-10.980948
-8.275056
-10.309561
-14.724437
-15.222891
-10.462149
-4.450186
-1.561189
-2.120678
-1.083080
5.946136
11.713958
8.855478
0.605559
-4.897777
-5.772614
-6.403311
-13.513907
-19.942943
-14.927888
-3.605866
2.029713
2.172128
2.792653
7.034596
11.296884
8.326507
1.714365
4.379567
15.243824
21.296477
18.397307
14.969166
18.783863
25.070485
23.432708
13.188974
6.403899
7.370289
8.855478
3.972666
-4.185700
-7.349356
-2.964997
0.229176
-1.866364
-5.325023
-5.355541
-3.402416
-2.497061
-5.731924
-12.506827
-16.352042
-13.941153
-9.709382
-7.980053
-9.373689
-9.414379
-3.982250
1.409189
-1.144115
-9.180411
-12.303376
-8.163158
-3.788972
-6.820385
-12.130443
-10.085765
-1.876537
-0.330313
-8.183503
-15.751862
-15.161856
-10.930085
-11.428539
-15.375479
-12.567862
-0.360831
9.760833
10.167734
8.326507
11.764820
17.003671
17.268157
11.886891
7.655120
10.177906
16.006764
16.535735
12.690520
8.611337
5.406992
2.579029
-1.083080
-6.728832
-10.360424
-8.641267
-3.575349
-0.330313
-0.625316
-2.395336
-0.676179
3.616627
2.812998
-4.968985
-9.485586
-3.565176
4.603362
5.549407
0.249521
-1.815502
2.273854
6.159759
1.297291
-6.728832
-8.030915
-4.277253
-5.609854
-11.387849
-14.276846
-12.160961
-9.526277
-9.465241
-11.296296
-9.607657
-3.819489
-0.371003
-0.961010
-0.747387
2.131438
4.725432
5.193369
3.586110
1.144703
0.117278
0.981943
1.368499
0.422454
-0.686351
0.025725
3.260589
6.414072
5.234059
2.731617
4.562672
10.991708
14.582610
11.317229
6.525970
7.136321
10.188079
7.777190
0.046070
-5.711579
-4.745189
-3.056550
-6.627107
-11.499747
-9.668692
-3.687247
-0.818594
-1.795157
-1.418773
2.863860
7.756845
7.970468
5.834238
5.610442
7.634775
6.800628
2.406097
-1.306875
-2.741202
-4.551911
-7.491771
-10.421459
-12.120271
-11.916820
-10.818187
-10.045075
-8.661612
-6.250723
-3.788972
-0.340486
4.135426
5.813893
3.606455
1.673675
1.582122
0.920908
-2.446198
-6.616934
-7.583324
-4.745189
-3.076895
-4.958812
-5.640372
-1.968090
2.019541
1.989023
-0.808422
-0.574454
4.267669
8.000986
7.075286
5.315439
6.200449
7.512705
6.200449
2.487477
0.747975
2.019541
4.003183
4.511809
5.081471
6.831145
8.896168
9.384449
8.499440
7.065113
5.701995
4.460947
3.982838
3.453867
2.721445
1.073496
0.239348
0.524179
-0.371003
-3.768627
-6.525381
-5.976065
-4.663809
-5.274161
-6.840730
-5.925202
-2.710684
-0.777904
-2.527579
-4.765534
-3.972077
-1.184805
-0.676179
-2.344473
-2.344473
0.849700
3.413177
2.029713
-0.767732
-0.991527
0.280039
0.198658
0.361419
8.184091
27.583098
45.903818
42.394296
19.638356
8.713063
26.209807
42.780852
18.722828
-29.942536
-47.968252
-17.389639
12.741383
-5.192780
-51.386221
-70.612295
-50.348624
-31.885489
-47.764802
-72.728181
-68.374340
-41.610424
-22.079174
-7.329011
19.963876
49.515065
54.102874
35.090423
28.844492
50.176279
61.182952
29.892262
-13.402009
-14.225984
26.647226
46.910898
12.181894
-32.963777
-36.391918
-13.463044
-5.955720
-18.539135
-21.916413
-0.706696
26.067392
34.408863
30.177093
28.997080
27.389820
18.193857
8.550302
6.861663
11.134124
10.584807
3.250416
1.734710
7.563567
6.566660
-4.480704
-12.934073
-13.056143
-11.520092
-13.564769
-15.385652
-11.001293
-3.219310
-3.382071
-12.567862
-18.946036
-14.439607
-6.972972
-6.494864
-12.160961
-13.951325
-8.509024
-0.462556
2.904550
-3.219310
-12.954418
-11.387849
2.467132
10.371184
2.619720
-7.522289
-4.857087
7.004078
11.866546
2.009368
-9.017650
-6.759349
0.310556
-4.175528
-12.038890
-6.972972
3.840423
0.961598
-13.340974
-15.823070
2.701100
19.872324
14.206227
-1.601879
2.385751
27.074472
40.481861
25.477386
5.345957
6.983733
21.235442
22.364593
7.115976
-3.626211
-2.202058
-0.513418
-6.647452
-11.387849
-6.525381
1.500742
1.582122
-3.453278
-3.961905
2.375579
7.716155
6.607350
2.487477
2.009368
5.742685
9.048756
8.672373
5.111988
0.239348
-2.700512
-1.876537
-3.137930
-11.550609
-21.814688
-24.439200
-19.291902
-13.279939
-12.425446
-13.198558
-9.882315
-5.335196
-6.260896
-8.478506
-5.111400
1.653330
4.440602
2.121266
1.470224
9.465830
20.116464
20.686126
9.852386
-0.503246
-3.026032
0.320729
2.538339
-0.910147
-6.545726
-5.782787
2.650237
9.476002
7.624602
0.422454
-3.555004
-0.747387
5.284921
6.617522
3.260589
4.735605
11.866546
12.700693
6.220794
2.741790
4.979746
5.081471
-1.011872
-8.641267
-8.152986
1.144703
7.563567
4.593190
2.345061
8.194264
12.232757
5.193369
-5.701407
-7.583324
-2.425853
-1.662914
-7.990225
-11.550609
-5.040193
6.047861
10.727223
11.866546
18.570240
28.529143
32.130218
30.817962
29.668466
24.215992
5.905445
-22.140209
-44.896150
-50.226553
-44.631664
-44.590974
-50.531729
-47.886872
-32.160147
-14.978750
-7.837637
-10.777497
-16.586010
-18.996898
-14.775300
-4.043285
10.279632
21.815276
28.386728
33.879892
39.352711
36.260263
20.869231
1.541432
-10.970775
-15.721345
-17.471019
-18.478099
-14.744782
-4.277253
5.946136
9.079274
7.329599
7.512705
9.842213
10.625498
10.238942
12.914316
19.404388
26.219980
30.238128
31.407968
30.706064
27.583098
19.628183
9.272552
0.646250
-4.663809
-6.739004
-4.714672
-0.798249
2.294199
3.199554
1.775400
-1.530671
-5.874340
-12.201651
-19.464834
-23.889883
-25.080069
-23.991609
-19.851390
-11.703197
-3.524486
-1.327221
-6.403311
-11.733715
-12.628897
-11.967683
-16.036693
-21.519685
-18.976553
-7.735912
0.910735
1.470224
-1.896882
-2.853099
-1.215323
-1.601879
-6.128653
-8.488679
-4.755362
1.378671
5.427337
8.702890
12.629485
15.437102
14.958994
11.307057
7.085458
4.949228
5.966481
8.153574
10.645843
13.239837
16.464528
18.326100
17.990406
15.406585
10.625498
5.885100
4.776295
4.918710
2.792653
0.046070
0.239348
3.392832
5.946136
4.705087
1.114186
-0.157380
0.493662
-1.998607
-7.674877
-10.116283
-7.542634
-3.280346
-3.463451
-6.861075
-5.711579
1.205738
3.606455
-0.899974
-4.480704
-4.165355
-4.033112
-4.501049
-7.644359
-11.988028
-12.405101
-9.394034
-9.109203
-11.123363
-13.127351
-14.714265
-13.930980
-10.584219
-6.983145
-3.514314
1.561777
7.044768
10.523772
11.764820
12.568450
13.188974
12.039479
7.553395
0.768320
-4.857087
-5.803132
-4.236563
-4.928295
-7.481599
-7.990225
-5.874340
-3.443106
-2.914135
-3.697419
-2.395336
2.019541
5.335784
5.091643
5.640960
8.387542
9.119964
5.630787
0.880218
-2.842927
-4.206045
-4.572256
-7.044180
-10.614737
-9.872142
-4.450186
0.849700
2.792653
1.765227
0.534352
1.643157
3.240244
2.121266
-1.072907
-1.947745
0.981943
3.555592
2.395924
-0.350658
-1.306875
-1.357738
-2.629304
-6.128653
-9.068513
-8.030915
-3.809317
-1.835847
-2.191885
-1.001700
2.273854
4.481292
3.525074
0.473317
-0.228588
2.904550
5.122161
3.179208
1.734710
3.311451
5.763030
5.895273
2.334889
-1.774812
-2.374991
-0.940665
-2.456371
-5.813305
-6.871247
-4.083975
-0.076000
0.819182
-2.079987
-3.778799
-1.723949
0.646250
-0.096345
-2.222403
-1.978262
1.663502
4.064218
1.683847
-2.385163
-2.954825
-0.737214
-0.218415
-3.616039
-6.606762
-5.406403
-1.927400
-1.133943
-2.842927
-2.700512
0.239348
3.870940
5.000091
2.843515
1.897470
5.498544
7.787363
4.766123
-0.330313
-2.507234
-1.927400
-1.581534
-4.867260
-8.773510
-7.339183
-2.252920
-0.004792
-1.306875
-1.713777
1.887298
7.553395
9.425139
6.841318
4.867848
6.648040
8.621510
6.515797
1.053151
-1.927400
-1.011872
0.025725
-2.527579
-5.589509
-4.490876
3.321624
13.768808
21.164235
26.748951
36.494231
48.609710
53.624765
45.659677
27.471201
7.705983
-7.481599
-17.989818
-24.408682
-25.212312
-23.452465
-26.351635
-37.897452
-54.692292
-69.391592
-75.057689
-76.166495
-76.848054
-69.157624
-44.357006
-8.193676
26.372568
47.968841
53.329762
47.419524
34.154550
13.931569
-6.087963
-16.718252
-15.812898
-7.288321
3.779388
13.138111
19.455250
19.831634
11.337574
-2.812409
-14.490469
-15.660310
-4.490876
14.450367
33.951100
49.301442
57.052906
54.703053
42.373951
25.090830
8.397714
-2.863272
-8.183503
-8.804027
-4.826570
5.305266
19.963876
31.265553
30.655201
18.285410
2.863860
-7.329011
-11.275951
-13.808910
-18.020336
-20.298982
-17.918611
-14.551504
-13.920808
-16.097728
-19.047761
-21.519685
-24.174714
-28.406485
-30.613923
-26.717846
-17.928783
-9.800935
-4.440014
-0.808422
3.260589
6.281829
3.331796
-5.497956
-12.344066
-13.107006
-11.733715
-10.991120
-10.421459
-8.193676
-2.853099
2.843515
3.535247
1.104013
0.096933
-1.408601
-6.016755
-11.041983
-11.855785
-4.572256
8.143401
19.150074
24.734791
28.234140
30.990895
31.652109
28.335865
21.235442
13.850188
10.574635
10.177906
9.872731
10.035491
10.961191
12.008961
10.869638
5.173024
-4.206045
-11.550609
-15.080476
-16.860668
-15.660310
-9.465241
0.076588
9.720143
14.948821
13.260182
7.960296
3.667490
-0.849112
-7.349356
-13.249421
-15.172028
-12.486482
-8.437816
-7.298493
-9.404206
-10.604564
-9.465241
-9.739900
-14.836335
-21.092439
-22.516592
-17.298086
-8.041088
1.114186
7.034596
10.889983
12.832936
10.422047
4.420257
0.147796
-1.306875
-0.696524
-0.482901
-0.727042
1.978850
9.567555
15.589690
14.470712
8.224781
2.355234
-0.350658
-0.381176
-0.381176
-0.981355
1.785572
7.624602
11.449472
10.717050
6.749765
2.019541
-1.662914
-5.223298
-8.193676
-8.793855
-4.989330
0.168141
3.942148
4.898365
4.715260
5.610442
6.119069
2.151783
-5.396231
-10.665599
-9.841625
-6.444001
-5.650544
-6.362621
-5.375886
-3.870352
-5.091055
-8.254711
-11.133536
-10.045075
-4.724844
-0.248933
0.605559
2.314544
6.119069
7.929778
6.017343
0.859873
-5.243643
-7.420564
-6.179515
-6.037100
-6.515209
-3.524486
1.531259
5.376474
6.607350
5.661305
5.508717
9.180999
14.257089
17.451263
20.574228
25.548593
30.024505
29.007252
18.763518
2.924895
-8.447989
-14.215811
-19.403799
-23.737295
-20.471915
-7.939362
5.783375
11.286712
10.544117
11.805511
17.288502
16.962981
4.888193
-8.254711
-7.135733
2.548512
3.708180
-5.223298
-14.287019
-17.267569
-15.985831
-18.396719
-28.030101
-34.011547
-28.986319
-20.380362
-16.057038
-12.415274
-5.172435
4.603362
10.930673
11.652923
10.401702
12.375172
16.708668
18.692311
15.701588
10.869638
8.997893
8.540130
4.277841
-1.774812
-3.555004
-0.472728
3.474212
5.824065
7.065113
10.137216
16.088144
20.655608
20.503020
18.295582
18.305755
19.974049
19.536630
14.379160
7.126149
1.999195
0.127451
-0.106517
0.839528
1.836435
3.138518
5.701995
6.342864
2.395924
-2.385163
-4.104320
-4.979157
-7.074698
-10.441804
-13.574942
-13.493562
-9.953523
-9.048168
-14.053051
-20.024323
-21.061921
-18.935863
-18.386547
-19.841218
-18.294994
-12.822175
-6.647452
-4.256908
-4.907950
-3.900870
0.534352
3.057138
0.707285
-0.930492
2.426442
7.482187
8.936858
6.709075
3.464039
3.280934
4.694915
3.453867
-0.309968
-1.235668
2.802825
7.889088
9.008066
7.217701
7.136321
11.144296
15.152272
15.630380
13.717945
14.033294
17.542815
19.913014
16.545908
10.310149
6.373382
4.755950
1.348154
-4.948640
-9.994213
-9.078685
-4.043285
-1.337393
-3.219310
-5.253816
-3.443106
-1.500153
-3.768627
-9.424551
-11.265778
-7.878327
-4.073803
-4.501049
-7.318838
-8.549714
-7.034008
-6.708487
-10.004385
-13.463044
-12.293204
-7.857982
-5.670889
-6.332103
-5.915030
-2.802237
-0.320140
-1.520499
-5.172435
-6.321931
-4.216218
-2.222403
-3.209138
-5.091055
-4.907950
-1.011872
3.352141
4.857675
4.837330
7.349944
11.561370
14.857268
14.460540
11.978444
11.134124
12.812591
12.334482
8.316334
5.091643
5.203541
5.600270
3.148691
-1.266185
-4.256908
-3.290518
-1.266185
-1.723949
-3.880525
-2.873445
1.449879
4.694915
3.555592
0.625904
-1.022045
-1.052562
-1.784984
-4.846915
-7.705394
-7.135733
-4.714672
-4.348461
-6.576244
-7.908845
-7.267976
-6.789867
-8.163158
-10.980948
-12.272859
-9.770417
-4.846915
-1.449291
-0.757559
-1.083080
0.198658
1.673675
0.178313
-3.575349
-4.470531
-2.324128
-0.299795
-0.208243
-0.523591
0.676767
3.728525
5.162851
3.555592
1.897470
3.433522
5.946136
6.637867
5.905445
5.498544
6.434417
7.644947
7.380462
4.328704
1.744882
2.548512
3.586110
0.351246
-2.456371
-0.472728
2.884205
2.904550
1.561777
0.992115
2.812998
6.505625
6.698903
2.802825
2.070403
3.392832
2.080576
0.452972
-1.072907
-4.806224
-6.179515
-4.114493
-5.447094
-8.651439
-9.282136
-8.590404
-7.430736
-5.589509
-7.054353
-7.847810
-2.832754
3.881113
6.912526
8.072194
10.177906
15.325205
20.604746
18.092132
7.217701
-1.947745
-6.047273
-9.770417
-15.629792
-18.925691
-15.517894
-9.516104
-9.027823
-13.595287
-16.107901
-15.446687
-15.497549
-18.061026
-20.360017
-18.671377
-11.764232
-2.558096
6.373382
13.575530
18.621103
20.675953
20.258880
17.563160
16.067799
18.244720
21.174407
21.265960
20.645436
21.754241
21.744069
14.745371
0.737802
-12.018545
-14.999096
-8.610749
-3.310863
-6.352448
-14.348054
-19.780183
-22.180899
-26.972159
-35.679841
-43.227855
-43.939932
-35.913809
-23.096426
-9.088858
7.583912
26.637054
39.261158
41.163421
36.982513
30.919687
24.785654
17.461435
6.627695
-4.582429
-10.075593
-10.421459
-12.364411
-17.572745
-21.153474
-18.417064
-11.642162
-7.359528
-5.040193
-0.076000
9.882903
19.577320
23.147877
20.157154
17.878509
19.628183
20.970957
18.529550
14.674163
11.886891
10.127044
6.871835
0.147796
-6.576244
-7.410391
-3.819489
-0.666006
-0.137035
-1.144115
-1.978262
-3.463451
-8.102123
-14.419262
-16.982738
-14.134431
-8.275056
-4.846915
-5.599681
-7.339183
-5.945547
-3.738109
-4.714672
-8.834545
-12.201651
-10.706290
-5.447094
-1.713777
-0.198070
2.731617
6.525970
7.156666
3.240244
-2.486889
-5.141918
-3.188793
-1.062735
-0.309968
0.249521
2.334889
3.219899
-0.604971
-8.305573
-13.229076
-11.703197
-6.098135
-1.978262
-0.065827
3.423349
10.198251
15.844003
16.393320
13.219492
11.836028
14.368987
16.617115
13.728118
8.031503
5.213714
5.925791
4.857675
-1.378083
-8.793855
-11.316641
-9.261791
-8.091950
-10.309561
-10.706290
-4.989330
0.931080
0.707285
-4.450186
-6.718659
-2.110505
4.715260
6.587005
4.003183
3.860768
7.299082
7.543222
1.104013
-7.440909
-12.333894
-12.496654
-11.916820
-13.361319
-14.032706
-9.739900
-3.636384
-1.642569
-4.114493
-5.772614
-3.880525
-0.411693
0.981943
0.666595
2.690927
9.353932
14.989511
14.328297
8.814788
4.155771
2.599375
1.521087
-2.029125
-6.382966
-6.861075
-3.198965
0.157968
0.554697
1.012460
4.379567
8.550302
9.445485
6.485279
3.982838
6.424244
10.879811
11.113779
6.241139
2.029713
0.615732
-0.493073
-4.307771
-9.750072
-12.669587
-10.472321
-7.105215
-5.925202
-5.518301
-2.273265
3.067311
5.956308
3.891285
0.575042
-0.737214
-0.442211
-0.950837
-3.249828
-4.582429
-2.731029
